scorer,,,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia,katia
labeled-data,video5min_labeled,img00023.jpg,,,,,,,,,,,914.3570941380356,552.0839013695904,905.4652630341179,618.1798459087115,,,,,896.5734319302003,625.8860995321068,,,,,,,899.5373756315062,590.0223807463057,,,,,,,,,,,929.9561756330311,556.3379687500653,937.768500760895,587.336611219631,,,,,,,,,,,,,,,1095.0668244947674,644.4834441739671,1112.508557716168,622.0583586035947,1103.9656679750738,616.0071450369862,1160.9182662490355,629.8893408662644,1158.4265900745497,649.822750262151,1183.3433518194079,622.0583586035947,1169.1052022509175,660.5013624385188,1104.3216217142863,635.9405544328729,1127.1026610238707,674.0276045285848,1147.0360704197574,666.196622265915,1121.0514474572624,604.2606716429817,1140.6289031139368,602.8368566861327,1107.1692516279843,666.196622265915,1142.0527180707857,635.9405544328729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,video5min_labeled,img00024.jpg,,,,,,,,,,,916.0851179092879,556.6906985281752,907.2384076986978,623.2738332710373,,,,,899.3229301418539,627.4643802128958,,,925.8630607736243,548.3096046444582,,,901.6510117762198,589.2838414092965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093.120876490898,644.5976190043433,1102.4346292068833,625.9701135723726,1102.4346292068833,618.0361760735702,1159.007053111387,629.7646054196259,1155.5575150684294,649.0820184601881,1178.324466151949,621.4857141165278,1168.6657596316682,657.7058635675819,1102.0896754025875,632.8691896582877,1130.0309335505435,670.8141081308206,1145.5538547438525,661.1554016105395,1119.3373656173753,599.0637168373039,1138.3098248536417,601.1334396630784,1106.2291210541366,665.2948472620885,1140.3795476794162,634.9389124840623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,video5min_labeled,img00025.jpg,,,,,,,,,,,921.6867889952343,551.2442161326491,907.2450020782646,620.9415356015026,,,,,902.2217718462753,630.0461403969834,,,,,,,905.0473388517693,590.802154209566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092.7896928633506,643.3359467917417,1100.1223540347378,621.9020141369177,1099.9343370816255,614.0053021061931,1159.15967731206,627.9185566365175,1155.023304343585,647.8483536664414,1180.4055930137713,617.9536581215553,1165.3642367647722,657.6252352282909,1100.1223540347378,631.6788956987672,1130.0170495796237,667.9661676494779,1145.058405828623,659.1293708531908,1119.676117158437,598.0238610916314,1142.6141854381608,602.1602340601062,1103.5066591907628,665.8979811652405,1139.0418633290233,632.9950143705546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,video5min_labeled,img00027.jpg,,,,,,,,,,,931.4806168123482,560.346325841967,915.5202638993849,617.7356799332608,,,,,907.3702964544674,628.9418851700224,,,,,,,913.4827720381554,588.5316299223066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093.482086852111,630.5275492996876,1102.0841222461486,614.4704165641508,1108.1055470219749,599.846956394287,1157.137148767989,623.9326554975921,1154.843272662912,641.9969298250711,1174.0544850429294,616.7642926692275,1164.018777083219,651.1724342453779,1101.2239187067448,623.359186471323,1124.4494142706462,663.7887528232995,1141.6534850587213,654.6132484029929,1124.4494142706462,592.1051245396532,1141.9402195718558,597.2663457760757,1103.804529324956,657.1938590212042,1139.6463434667792,625.6530625763996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,video5min_labeled,img00028.jpg,,,,,,,933.0517435776377,574.9494723473044,926.1710651532021,586.9906595900667,,,943.3727612142911,565.4885395137055,927.3751838774783,614.6853902484198,,,919.8064376105992,623.9743061214078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.7969017307953,604.9318658036127,1114.923024253395,595.8140084460307,1166.504045876287,621.3440090472601,1162.856902933254,638.5376829215575,1183.958229960801,614.0497231611946,1170.4116990295363,650.2606423813056,1109.7128200490624,615.6127844224943,1130.0326164459593,655.2103363754215,1148.7893515815563,651.0421730119556,1127.427514343793,585.1330898271491,1147.7473107406897,585.9146204577991,1107.3682281571128,649.2186015404392,1148.2683311611231,624.4701315698596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,video5min_labeled,img00035.jpg,,,,,,,,,,,1056.7322601278036,519.801246377477,1040.938830239234,556.2476230434067,,,1021.197042878522,567.7889756542845,1031.523516267202,571.7373331264268,,,1050.6578640168152,495.80738173907326,,,1036.9904727670914,532.253758405003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166.1361901960852,543.9304874968426,1179.1977201936284,530.8689574992993,1184.1320759704781,520.1294772790969,1247.698188625189,551.1868930510333,1238.9905019601601,569.473035047594,1246.827419958686,581.3735401564668,1263.372024622241,546.5427934963512,1181.2295137488018,538.4156192756576,1206.4818050773856,582.8248212673049,1219.8335912970965,582.8248212673049,1211.1259046320677,512.292559280571,1232.6048650724722,520.1294772790969,1178.6172077492934,576.439184379617,1224.4776908517786,554.0894552727095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,video5min_labeled,img00036.jpg,,,,,,,1054.0285930639086,521.0810150373482,1047.7812636278284,537.1564602936032,1067.208934435151,508.89110394255755,1051.1334891788958,556.4317572122409,,,1027.9766559404436,561.1749296793317,1039.3382797852646,568.6496822088192,,,1057.576675957214,490.6132658009698,,,1044.421111505316,528.5850086507662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167.0070529889108,534.2658205731767,1179.9908524138125,522.1130712615292,1186.7665609082262,511.3335350204164,1251.135791605157,545.5200642422312,1243.7441096112511,564.6152427264882,1268.8196437290535,537.6484930098035,1251.9877929247825,574.7707940986749,1182.3546567208125,530.7312940491443,1214.4043452385338,575.0013673973635,1232.1584892375593,572.0039145144111,1213.9431986411566,503.98479140126176,1238.153395003464,515.5134563356938,1182.5852300195013,569.4676082288361,1226.8553033677206,546.8714249573492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,video5min_labeled,img00039.jpg,,,,,,,1060.2171038067188,520.2327728779574,1054.8158207466865,539.6282893208004,1072.7382599913392,507.711616693337,1059.4805652076236,553.6225227036114,,,1035.6658171702086,563.9340630909456,1048.9235119539242,565.1616274227712,,,1062.4267196040048,490.2802031814147,,,1051.6241534839403,526.861620269815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1151.551335712665,521.2260162104038,1166.229954380771,508.5955768913359,1170.6676763036867,496.64786402194727,1244.7434960938963,528.3946439320371,1235.8680522480647,549.5591638720969,1260.787567661361,526.3464645829989,1247.133038667774,560.4827870669665,1169.302223404328,517.4710207371675,1192.1735594685863,561.5068767414855,1219.8239806806,558.0932444930887,1196.9526446163418,488.455146625795,1228.3580613015918,503.47512851874075,1166.9126808304504,552.2900696708143,1220.5067071302792,531.8082761804337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,video5min_labeled,img00043.jpg,,,,,,,1060.3488627583806,523.9621693333951,1054.8680454048144,547.7123778655146,1074.5989878776522,508.98126856698127,1062.541189699807,555.385522160507,,,1033.3101638141216,566.347156867639,1048.2910645805352,568.1740959854943,,,1060.3488627583806,489.6157139177147,,,1049.7526158748196,529.4429866869611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122.0994049418912,499.4811851541335,1136.714917884734,486.69261132914613,1141.0995717675867,473.5386496805877,1225.1387711889324,513.7313102734051,1217.831014717511,531.6353136283875,1239.754284131775,511.53898333197884,1228.792649424643,546.2508265712303,1144.0226743561552,495.0965312712807,1179.8306810661197,542.2315605119485,1198.1000722446734,539.673845746951,1165.2151681232772,467.3270566798795,1198.4654600682443,480.481018328438,1140.0034082968734,528.712211039819,1195.9077453032469,513.3659224498341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,video5min_labeled,img00045.jpg,,,,,,,1063.0237679903676,522.6282602380581,1059.814592723319,547.2319372854297,1076.2170440882333,510.14813419953646,1066.2329432574159,558.2857632052633,,,1032.714890468243,568.9830140954248,1049.8304918925016,568.9830140954248,,,1060.5277427826632,491.2496576269178,,,1052.6830921298779,530.4729108908433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.7096205669109,483.66585107343656,1128.975114815808,473.95401055843195,1136.5287685497005,460.6451920749071,1211.3459102949214,507.40590566567016,1207.0295367326971,523.9520043208632,1228.6114045438185,505.247718884558,1219.97865741937,539.7787073823522,1130.4139060032162,484.0255488702886,1167.4627790789746,532.2250536484597,1191.5625314680601,528.6280756799395,1154.8733561891538,455.6094229189788,1197.3176962176926,478.2703841206562,1129.694510409512,520.714724149195,1185.4476689215758,504.16862549400196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,video5min_labeled,img00049.jpg,,,1026.8585767919465,532.7966735802434,,,1065.8638780125586,535.7847487571352,1061.4944900896792,561.6369606341716,1077.1514634799971,519.7636597065774,1068.7768032944782,575.8374713835296,1026.903502366884,543.0670619619342,1032.3652372704832,585.3044785497684,1053.4839455644003,586.3968255304883,1048.0222106608012,507.01961159817915,1065.4997623523186,502.65022367529974,1022.1699987837646,569.2833894992106,1054.5762925451202,545.9799872438538,,,,,,,,,,,,,,,,,1027.9834682209453,600.7051878634998,1040.5018482563714,596.1530496687994,,,,,,,,,1081.8849670631164,476.0697804777834,1096.4495934727145,468.05923595250454,1093.536668190795,459.68457576698563,1180.5603109881429,500.10141405362015,1176.5550387255034,517.5789657451377,1200.9788077913029,499.2398128114849,1189.3718358287845,535.1839840502516,1098.3881523806565,479.3956349400825,1135.8299974210383,527.3211965917714,1158.6695228956714,526.5723596909637,1123.4741885577123,450.9398327093923,1160.5416151476904,471.1584290311985,1101.7579184342908,516.8374799804644,1153.0532461396142,499.61423126188873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,video5min_labeled,img00050.jpg,,,1026.2745980853024,530.0368526705731,1032.2108378767557,514.6724673279882,1064.6855614417645,537.3698547658978,1062.2412274099897,559.3688610518716,1077.6056127525746,524.4498034550877,1069.2250389293465,577.1775804262313,1024.877835781431,542.2585228294475,1038.4962682441767,586.605725977363,1055.6066064666009,586.605725977363,1047.5752232193404,506.2918935047601,1065.0347520177324,500.3556537133069,1022.7826923256239,575.0824369704244,1055.257415890633,547.1471908929973,,,,,,,,,,,,,,,,,1027.4144509466078,601.8432224121749,1042.7779173537215,598.4291187661496,,,,,,,,,1072.3677541130571,475.56312281959026,1089.478092335481,464.7382149645873,1090.1764734874168,456.0084505653913,1175.3789740235695,496.51455737766065,1167.3475907763093,516.0692296318596,1191.790931094058,496.51455737766065,1180.966023239055,528.9892809426697,1092.6208075191917,480.1026003071722,1123.3495782043615,523.0530411512163,1150.9356337058207,523.0530411512163,1118.8101007167797,449.0246390460345,1157.5702546492098,473.46797936378323,1089.1289017595134,510.48218041637415,1144.9993939143676,497.91131968153195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,video5min_labeled,img00052.jpg,1007.5980409916164,545.9870662730236,1019.2700784923458,530.3027658814185,1021.4585855237326,516.4422213493024,1068.511486698548,540.5157986945568,1067.0524820109567,562.4008690084244,1084.5605382620508,528.4790100219295,1072.8885007613214,579.9089252595186,1022.9175902113237,539.0567940069656,1043.3436558376002,586.8391975255765,1059.0279562292053,588.6629533850655,1038.601890602929,503.6759303328796,1068.1467355266502,496.38090689492367,1019.2700784923458,567.5073854149935,1059.7574585730008,546.3518174449215,,,,,,,,,,,,,,,,,,,1026.8454336722702,600.7051878634998,,,,,,,,,1060.0119650821018,470.6712365462831,1076.6419681375542,457.15935906372806,1079.0023177581486,445.3571496475224,1161.6177255770888,487.6635013438149,1155.444266531278,506.3654508061245,1180.501247364275,486.57406739455416,1170.5138531581006,521.6965664295735,1079.353971057429,468.3612324244044,1108.7428285704814,515.4378282554975,1136.2268527262063,511.35604248979587,1097.0417093754697,439.78873206449236,1134.3220193688787,452.57832746369104,1082.891518721037,501.8318757031585,1133.7777812667853,486.04897074244514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,video5min_labeled,img00053.jpg,,,1018.6998381877022,520.6850121359223,1023.3393203883495,508.7549150485437,1068.7399676375403,541.8940736245954,1066.0888349514562,563.7659182847897,1083.3211974110031,529.9639765372168,1072.7166666666667,577.6843648867314,1018.6998381877022,531.9523260517799,1039.5775080906149,581.6610639158575,1058.1354368932039,586.3005461165048,1037.9205501618121,498.15038430420714,1066.4202265372166,492.51672734627834,1018.6998381877022,568.4054004854369,1058.1354368932039,546.2021642394822,,,,,,,,,,,,,,,,,1025.9686650883887,605.5254925515064,1046.7420261091245,597.5938456163163,,,,,,,,,1054.1587378640775,466.3367920711974,1070.0655339805824,453.0811286407767,1071.3911003236244,443.13938106796115,1153.9076051779934,484.2319377022653,1149.9309061488673,501.13290857605176,1169.4830097087379,481.5808050161812,1160.2040453074433,514.719963592233,1070.0655339805824,465.6740088996763,1111.8208737864077,511.4060477346278,1128.059061488673,506.1037823624595,1084.3153721682847,433.52902508090614,1121.7626213592232,445.12773058252424,1085.9723300970873,503.1212580906149,1127.0648867313914,481.5808050161812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,video5min_labeled,img00058.jpg,952.9581142281095,530.0851418240755,967.4055967930085,513.4569071739087,969.5863488782763,494.37532642781565,1042.3689497240885,529.5399538027585,1036.6444755002606,554.3460087726795,1068.5379747473016,516.1828472804934,1048.3660179585747,571.5194314441633,968.7685668463009,521.3621334830044,995.7553739014896,568.2483033162616,1020.2888348607521,574.5179655614065,984.3064254538339,484.56194204411065,1027.648873148531,482.9263779801598,968.4959728356424,552.1652566874118,1020.8340228820691,535.5370220372449,961.7433392228123,591.5754937590871,976.8640891634188,574.6402538256077,974.4447691729217,571.0112738398622,,,,,,,,,985.2852646554069,586.3950308920392,1023.8541643168206,600.4546297833921,1036.0138174120448,588.4849712677809,,,,,993.0750424195347,603.3045484775852,,,988.9405236350278,438.7661482534873,1003.6606002105854,425.9542297525391,1005.5687582851947,411.7793411982986,1083.5306453335177,449.3973146691677,1079.1691411629822,470.6596475005286,1105.3381661861954,448.5795326371923,1093.8892177385396,482.9263779801598,1006.6591343278285,434.67723809361024,1041.005979670796,477.74709177764885,1060.0875604168891,478.01968578830736,1034.7363174256511,409.3259951023723,1065.812034640717,424.86385370990524,1008.0221043811209,467.11592536196844,1061.4505304701815,452.6684427970694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
